url,title,author,publication_date,cleaned_text
https://www.zawya.com/en/business/aviation/air-arabia-adds-prague-to-its-expanding-european-network-f1ix1pbv,Air Arabia adds Prague to its expanding European network,Staff Writer,"July 2, 2025",sharjah air arabia has announced the launch of a new nonstop service between sharjah and prague the capital city of the czech republic starting from th december the new route will operate daily between sharjah international airport and vclav havel airport prague providing passengers with more convenience and affordable travel options while strengthening connectivity between the uae and europe adel al ali group chief executive officer of air arabia said this new route reflects our ongoing commitment to offering our customers more travel choices while supporting trade and tourism between both countries the addition of prague further strengthens the airlines european network and unlocks exciting travel options to explore the beauty of europe in addition to vienna athens krakow warsaw chopin and modlin milan bergamo air arabia continues to expand its robust network of destinations offering direct connectivity from sharjah to cities across the middle east north africa asia and europe
https://www.zawya.com/capital-markets/equities/abu-dhabi-listed-aldar-invests-144mln-in-acquisition-of-logistics-assets-hl6vfmfb,Abu Dhabi-listed Aldar invests $144mln in acquisition of logistics assets,Staff Writer,"July 1, 2025",the abu dhabilisted aldar has invested million uae dirhams million for acquiring logistics assets in the uae capitals al dhafra region the assets which are located at almarkaz industrial park an industrial and business park development will add sqm of net leasable area nla to aldar investments incomegenerating logistics portfolio the company said the freehold assets developed by waha land a wholly owned subsidiary of waha capital has an economic zone status with aldar saying the deal also leaves rooms for further development at the location aldars portfolio of logistics assets includes the abu dhabi business hub and central in dubai investments park as well as upcoming assets at national industries park in jebel ali and sites in dubai south writing by bindu rai editing by seban scaria bindurailsegcom
https://www.zawya.com/en/business/banking-and-insurance/qatar-insurance-launches-500mln-t2-notes-at-615-hetkb9dh,Qatar Insurance launches $500mln T2 notes at 6.15%,Staff Writer,"July 2, 2025",qatar insurance companys qic has launched its million usd perpetual noncall tier notes with yield set at tightening from initial price thoughts in the area books are over billion excluding joint lead manager interest the notes will be rated bbb by sp below the issuers aa spam best writing by brinda darasha editing by seban scaria brindadarashalsegcom
https://www.zawya.com/en/business/aviation/etihad-starts-summer-with-six-destinations-including-al-alamein-a8ixt7al,"Etihad starts summer with six destinations, including Al Alamein",Staff Writer,"July 2, 2025",etihad airways the national carrier of the uae kicksoff the summer season with six hot destinations including the airlines new seasonal flights to al alamein as part of its expanding network etihad is launching flights to al alamein dbb from july with two weekly flights to egypts hidden gem on the mediterranean coast offering the perfect mix of natural beauty and cultural history al alamein will become a popular choice for guests seeking relaxation and adventure just a short flight away in addition to the new destination etihad has resumed its five seasonal routes to european summer hotspots giving direct access for holidaymakers to some of europes most beautiful destinations nice malaga mykonos santorini and antayla nice nce in the french riviera is an ideal entryway for exploring the cte dazur france while flights to malaga agp offers a gateway to andaluca and popular holiday destinations on the mediterranean coast including marbella and further inland to the historic cities of seville cordoba and granada for guests seeking a greek island getaway etihad resumed its convenient flights direct to the enchanting islands of santorini jtr and mykonos jmk from crystalclear waters whitewashed buildings and stunning sunsets both islands offer an excellent escape etihad also relaunched flights to the popular turkish resort antalya ayt on june set on the turquoise coast of the turkish riviera this is a mediterranean gem for holidaymakers seeking sun and relaxation onboard the first flights of all six seasonal routes guests received a limitededition summer fun kit which includes a branded cooler bag an inflatable beach ball a microfibre beach towel a voss water bottle and a gift booklet guests were able to step off the plane beachready and wellequipped to step straight on to the sand from the moment they touch down the branded etihad items focus on guest wellbeing while maintaining the essence of vibrancy thoughtful care and fun diving right into summer from the moment guests embark on their flights the onboard experience offers an immersive journey to set the summer mood with new content on the airlines infight entertainment ebox related to the six stunning seasonal destinations and other summer hotspots within etihads network guests can feel inspired to soak up the sunshine and make summer one to remember tradearabia news service copyright al hilal publishing and marketing group provided by syndigate media inc syndigateinfo
https://www.zawya.com/en/special-coverage/the-future-of-cryptos/the-best-altcoins-to-buy-this-week-6-game-changing-cryptos-to-watch-and-seize-before-its-too-late-bog5rhwo,The best altcoins to buy this week: 6 game-changing cryptos to watch and seize before it’s too late,Staff Writer,"June 30, 2025",as the cryptocurrency market experiences intense volatility and shifting trends participants are facing a window of opportunity for selecting some of the best altcoins to buy this week with institutional interest growing and technological advancements reshaping the landscape the chances for significant returns are ripe cryptos like qubetics tics are rapidly gaining attention offering a fresh chance for growth in a market that continues to evolve at lightning speed amidst all the movement the question arises which altcoins have the potential to outperform and yield profitable returns this week contents qubetics tics a game changer in the crypto spacelatest developments in qubeticsqubetics goes public june final presale hours underwaywhy did qubetics make it to this list cosmos atom bridging the blockchain divide astra astr nextlevel decentralized internet solutions theta theta pioneering decentralized streaming helium hnt redefining connectivity with blockchain technology bittensor tao a new frontier in ai and machine learningconclusion the best altcoins to buy this week a bright future aheadfor more informationsummary the everchanging world of cryptocurrency presents an exciting moment for those looking to diversify portfolios and catch the next big wave altcoins are not only a means for participants to capitalize on emerging technology but they also serve as a reflection of new market trends and technological revolutions whether its qubetics pushing forward in decentralized finance or cosmos enhancing blockchain interoperability these projects represent more than just speculative investments they are the foundation for the future of the decentralized economy for anyone keen to make the most of this opportunity exploring the best altcoins to buy this week could provide a roadmap for future success qubetics tics a game changer in the crypto space the crypto space continues to evolve rapidly and qubetics tics is emerging as one of the most exciting new projects with a focus on web innovation and userfirst tokenomics qubetics has been gaining increasing traction as its crypto presale nears completion as more participants flock to secure tics tokens the scarcity and demand for this token are becoming undeniable latest developments in qubetics qubetics is entering its final public sale phase which promises to be a defining moment for the project the crypto presale has already raised over million with more than holders securing their positions by purchasing over million tics tokens but the clock is tickingthere are only million tics tokens left at the presale price of after this stage prices will increase by making it one of the last opportunities to acquire tokens before a potential surge qubetics is positioning itself as a major player in decentralized blockchain solutions with a bold tokenomics overhaul reducing its total supply from over billion to just billion this drastic reduction in supply combined with its increased public sale allocation is expected to trigger an increase in demand and a subsequent price rise analysts predict that tics could potentially reach to in the next market cycle after its mainnet launch qubetics goes public june final presale hours underway qubetics tics has set its listing on leading top exchanges for june at am utc the final presale phase concludes just hours before at am utc giving participants a last chance to secure the token at before the public rate moves to with strong fundamentals a sharp supply cut and enterpriseready blockchain applications the project is gaining traction quickly analysts now suggest the token could climb to or even in the next cycle making the current entry window highly strategic why did qubetics make it to this list with its unique tokenomics dedicated community and strong technical foundations qubetics tics represents an exceptional opportunity for anyone looking for the best altcoins to buy this week the limited supply and growing demand ensure that tics is positioned for a potential price surge once the project goes live cosmos atom bridging the blockchain divide cosmos atom is a highly innovative project designed to overcome one of the biggest obstacles in blockchain technology interoperability by enabling various blockchains to communicate seamlessly with one another cosmos has garnered significant attention from both developers and users the cosmos ecosystem has been growing rapidly with several successful upgrades aimed at improving scalability and security one of the standout features is the interblockchain communication ibc protocol which allows for communication between different blockchains in real time this feature has positioned cosmos as a leading player in the world of decentralized finance defi cosmos offers a unique value proposition by facilitating blockchain interoperability as more projects adopt its technology the demand for atom tokens is expected to increase making cosmos one of the best altcoins to buy this week for those seeking longterm growth astra astr nextlevel decentralized internet solutions astra astr is making significant strides in revolutionizing the decentralized internet by offering a decentralized platform that supports blockchainbased applications astra is positioning itself as a key player in the future of the internet astra has recently launched its mainnet a significant milestone that has been met with much enthusiasm from the crypto community the mainnet launch will facilitate the development of decentralized applications dapps that are not only faster but also more secure and costefficient than traditional centralized solutions astras innovative approach to decentralizing the internet coupled with its strong development team and recent mainnet launch positions it as a top contender among the best altcoins to buy this week the increasing demand for decentralized solutions makes astra a project with tremendous potential for growth theta theta pioneering decentralized streaming theta theta has become one of the most wellknown altcoins in the world of decentralized video streaming by addressing the inefficiencies in the traditional video delivery ecosystem theta is paving the way for a decentralized future in the media industry theta has made significant advancements in the decentralized streaming space by introducing the theta network a blockchainbased protocol that allows users to share excess bandwidth and computing resources in exchange for rewards the recent partnership with major companies in the entertainment and streaming industries has given theta a substantial boost thetas ongoing developments and partnerships with toptier companies in the entertainment sector make it one of the best altcoins to buy this week for anyone looking to tap into the rapidly growing decentralized video streaming market helium hnt redefining connectivity with blockchain technology helium hnt is tackling one of the most pressing challenges of the modern world connectivity by creating a decentralized wireless network powered by blockchain helium is revolutionizing how the internet of things iot operates on a global scale heliums network has expanded significantly over the past year with the company now boasting over million active hotspots globally these hotspots serve as nodes for the decentralized network which provides lowcost longrange connectivity for iot devices the networks success has been fueled by the companys unique approach to incentivizing hotspot owners with hnt tokens heliums growing global network and partnerships with major enterprises make it a standout project in the iot and connectivity space as demand for decentralized connectivity solutions increases hnt tokens are poised to rise in value making it one of the best altcoins to buy this week bittensor tao a new frontier in ai and machine learning bittensor tao is one of the most innovative projects at the intersection of blockchain and artificial intelligence ai by creating a decentralized network for machine learning models bittensor is positioning itself as a major player in the ai space bittensor has made significant strides in the development of its decentralized machine learning network the network allows ai models to be trained validated and rewarded with tao tokens incentivizing participants to contribute their computational power this innovative approach is expected to transform the ai industry making it more open and accessible bittensors unique combination of blockchain and ai creates a compelling value proposition as the demand for decentralized machine learning solutions grows the tao token is likely to experience significant price appreciation making it one of the best altcoins to buy this week conclusion the best altcoins to buy this week a bright future ahead based on research and analysis qubetics tics and the other altcoins mentioned in this article represent some of the most promising opportunities in the crypto market each of these projects is addressing a realworld issue and their technological innovations are paving the way for future growth and success whether its qubetics with its userfirst design cosmos with blockchain interoperability or helium with decentralized connectivity these altcoins have the potential to drive the next phase of the crypto revolution for anyone considering the best altcoins to buy this week these projects represent solid opportunities with emerging technologies and increasing demand they are all poised for significant price growth in the near future keep an eye on these projects and take action before the chance slips away for more information qubetics httpsqubeticscom presale httpsbuyqubeticscom telegram httpstmequbetics twitter httpsxcomqubetics faqs what is the best altcoin to buy this week based on current market trends and analysis qubetics tics stands out as one of the best altcoins to buy this week due to its limited supply and strong demand in its crypto presale stage what is the future potential of cosmos atom cosmos is poised for significant growth with its blockchain interoperability technology and as more projects adopt it the demand for atom tokens is expected to rise how can bittensor tao transform the ai industry bittensor is revolutionizing ai by creating a decentralized network for machine learning incentivizing participants with tao tokens this innovative approach has the potential to disrupt the ai industry why should qubetics be on my radar qubetics tics offers a unique tokenomics structure and is entering its final public sale phase with a strong community and limited token supply it is one of the best altcoins to buy this week also read takahiro shiraishi japan executes twitter killer who murdered dismembered nine people summary this weeks altcoin spotlight is led by qubetics tics currently in its final presale stage at with a listing price of on june backed by a supply cut exchange listing and enterpriseready web utility qubetics is projected to reach to in upcoming market cycles cosmos atom impresses with its interblockchain communication protocol while astra astr brings decentralized internet apps to life after its mainnet debut theta theta pushes the boundaries of video streaming via a blockchainpowered delivery network and helium hnt scales iot connectivity through its global decentralized wireless network finally bittensor tao pioneers decentralized machine learning rewarding ai contributors in tao tokens together these six projects represent the best altcoins to buy this week offering strong fundamentals breakthrough technologies and high roi potential across diverse sectors in blockchain innovation copyright nigerian tribune provided by syndigate media inc syndigateinfo
https://www.zawya.com/en/business/swf/saudi-wealth-fund-net-profit-tumbles-60-in-2024-lj47mq91,"Saudi wealth fund annual profit tumbles 60% as high rates, inflation bite",Federico Maccioni and Hadeel Al Sayegh,"June 30, 2025",saudi arabias sovereign wealth funds assets exceeded trillion in but its net profit slumped from a year earlier it reported on monday hurt by high interest rates and inflation as well as impairments on some projects the public investment funds net profit fell to billion riyals billion it said in a statement adding that impairments primarily related to changes to operational plans and increases in budgeted costs the pif is steering saudi arabias ambitious economic agenda aimed at weaning the gulf countrys economy off oil under the plan dubbed vision the kingdom has poured hundreds of billions of dollars through the pif into projects including neom a massive urban and industrial development project nearly the size of belgium to be built along the red sea coast the prioritisation of some projects and the extension in the timelines of some giga projects could have been a factor for the impairments said monica malik chief economist at abu dhabi commercial bank the rising cost of projects has also been a key challenge and a factor behind the recalibration of the investment programme she added total assets under management rose to trillion riyals from trillion riyals a year earlier it said with a portfolio of investments ranging from date farms to multinational conglomerates the pifs sources of income include dividends from key portfolio companies including oil giant saudi aramco and the countrys biggest lender saudi national bank it reported net profit of billion riyals for in its consolidated statement on monday however its comprehensive income statement showed that the billion riyals reported for in july last year had swung to a loss of billion riyals this year a comprehensive income statement includes items such as unrealised gains and losses as well as the change in value of some of a companys assets it said cash remained steady at billion riyals while group loans and borrowing increased slightly to billion riyals riyals reporting by federico maccioni and hadeel al sayegh in dubai additional reporting by pesha magid in riyadh editing by emelia sitholematarise
https://www.zawya.com/en/economy/gcc/first-oman-made-long-stroke-pump-unit-launched-qg9dha2w,First Oman-made long stroke pump unit launched,Jomar Mendoza,"July 1, 2025",muscat oman has taken a bold step toward becoming a regional manufacturing hub for artificial lift systems with the successful production of the first long stroke pump unit lsu made entirely within the gulf cooperation council gcc developed by oilfields smart technologies llc ost this milestone marks the countrys emergence as a serious player in oilfield technology in an exclusive interview with oman observer mohammed alawi business development technical director at ost said a significant number of wells in oman already use artificial lift solutions with most equipment currently imported by manufacturing these units locally were establishing a base for incountry production that can evolve into a regional supply hub if market feedback is strong were ready to scale quickly artificial lift systems are critical to extracting oil from the most mature oilfields in mena because of many reasons like lowpressure reservoirs challenging fields etc osts locally produced lsu introduces a costeffective and technically advanced alternative to widely used methods such as beam pumps pcps and esps the long stroke technology offers several technical benefits alawi explained its especially effective in wells with high gasoil ratios heavy oil or hightemperature and deviated well conditions it also offers high energy efficiency long lifespan low operating costs and minimal maintenance the companys innovation aligns closely with the objectives of oman vision which seeks to diversify the national economy and foster local industrial capabilities by building and assembling complex artificial lift systems domestically ost is creating new job opportunities and driving the development of specialised engineering and manufacturing skills among omani professionals meanwhile abdul malik al bahri ceo at ost said clients often cite overseas supply and service delays as a concern by moving manufacturing to oman we can reduce lead times lower costs and offer more responsive support this is also a chance to transfer knowhow into the local economy from mechanical and control engineering to reservoir analysis and materials science osts manufacturing and support network includes workshops in samayil industrial city in the north and al mazyuna free zone in the south strategically located to support oilfields across omans geography the company is also open to establishing mobile or fixed facilities closer to clients as needed the initiative is supported by a joint venture between al olia for investment and industry gate llc an omani firm involved in energy projects since and dutch smart technology holding bv dst a netherlandsbased investor in oil and gas innovation this partnership provides ost with both local grounding and international technical expertise according to alawi the specially engineered beltdriven lsu features advanced automation capabilities including variable frequency drives vfd dynamograph monitoring and load control systems these allow for precision pumping and improved safety tailored for highperformance onshore operations while the lsus rated capacity can reach up to to barrels per day its actual output depends on well conditions like reservoir pressure oil composition and gor he said in fact lsus have recorded over bpd in the permian basin in texas so the ceiling is high if the wellreservoir conditions can feed it the full value chain from concept design to commissioning is being built inside the sultanate of oman this effort not only enhances incountry value icv but also opens doors for young omanis to pursue careers in hightech manufacturing and oilfield services this is more than just a product al bahri concluded its a platform for oman to develop engineering talent raise local manufacturing standards and become a serious contributor to the regional oil and gas technology supply chain with the first unit ready for deployment and client engagement underway osts success could signal a broader shift in how oman harnesses innovation to support its energy sector and economic future all right reserved for oman establishment for press publication and advertising oeppa provided by syndigate media inc syndigateinfo
https://www.zawya.com/en/business/fintech/dubai-altery-scales-financial-services-in-mena-via-dfsa-license-qnb7oajj,Dubai: Altery scales financial services in MENA via DFSA license,Staff Writer,"June 25, 2025",mubasher altery mena limited a subsidiary of ukbased fintech altery limited secured a regulatory license from the dubai financial services authority dfsa according to a press release this move supports alterys global strategy to establish regional financial hubs in the mena region particularly the uae leveraging its high digital payment adoption and progressive regulatory environment altery mena is currently authorized to allow customers to collect and spend funds in local currency aedgcc within the uae although the license does not extend to crypto or international money transmission it provides regulatory legitimacy enabling user onboarding in an important market and creating a compliance infrastructure for future expansion meanwhile the fintech is working closely with the dfsa to operationalize the license ensuring all compliance operational and technical components are aligned for a smooth gotomarket rollout all rights reserved mubasher info provided by syndigate media inc syndigateinfo
https://www.zawya.com/en/world/africa/south-africa-cansa-brings-health-experts-and-services-to-the-workplace-lvxnxoxh,South Africa: Cansa brings health experts and services to the workplace,Staff Writer,"July 2, 2025",we know only too well that the workplace often leaves employees little or no time to seek out medical advice from healthcare professionals says lorraine govender the cancer association of south africas cansa national manager health promotion we also know that this often leads people to input their symptoms into google or other search platforms hoping to get sensible answers and advice most people are reluctant to seek proactive medical advice due to a complex interplay of social cultural psychological and systemic factors practical barriers such as having to take off from work long waiting times limited access to healthcare providers are some of the factors cancer symptoms alone draw hundreds of thousands of google searches each month worldwide dr google is a poor substitute for regular cancer screenings and medical checkups by health experts warns govender the generic and sometimes conflicting advice generated by google and aipowered services such as copilot and chatgpt often leads to more confusion and can result in missed diagnoses of serious illness as corporate wellness week to july approaches it is an excellent time to come up with solutions to this challenge adds govender a proactive approach by companies to employee health lowers the risk of illness and chronic diseases resulting in fewer sick days and less absenteeism rates this directly contributes to maintaining business continuity and reducing disruptions cansa has developed a comprehensive employee wellness programme that brings general health and cancer screening as well as healthboosting advice into the workplace we take a multifaceted approach to assist employees to lower their risk of not only cancer but also other noncommunicable diseases such as diabetes and heart disease explains govender through a range of services and activities we promote the benefits of a healthy work environment and how employees can improve their health through positive lifestyle changes and regular medical checkups employers should be aware that receiving a cancer diagnosis does not mean employees would have to work fewer hours or quit their careers although cancer can be devastating the likelihood of a successful outcome is significantly increased when the disease is detected early the benefits are far reaching for both employers and employees when companies bring health services into the workplace it helps them to towards achieving several sustainable development goals such as ensuring the good health and wellbeing of employees enabling a healthy workforce that contributes to productivity job satisfaction and sustainable economic growth and promoting inclusivity and equality in the workplace employee wellness programmes are not just a perk but a strategic investment for employers seeking to improve organisational performance and workplace culture investing in employee wellness builds a healthier more resilient and motivated workforce which is crucial for organisational success in a competitive business environment this service is paid for by the employer and is free to employees the frequency of the programme throughout the year is based on each companys needs we can run it as a oneday initiative extend it over several days or repeat it multiple times a year depending on the organisations request explains govender in addition to providing health screenings and advice cansas corporate wellness days or events may include educational talks and interactive exhibitions featuring cancerrelated topics and tips to lower cancer risk presentations for example can focus on the top cancers affecting men and affecting women in south africa leaflets on these topics and more may be provided as well as models to help to demonstrate selfexamination techniques concludes govender the importance of health risk assessments and screenings cannot be overstated cancer is a fastgrowing health priority around the world and in south africa according to the percept report the incidence of cancer in south africa is set to double to new cases a year by companies can help to reduce south africas cancer risk by working with cansa to reduce their employees health risks all rights reserved bizcommunitycom provided by syndigate media inc syndigateinfo
https://www.zawya.com/en/business/commodities/oil-prices-rise-as-iran-suspends-cooperation-with-un-nuclear-watchdog-g71aoc0n,Oil prices rise as Iran suspends cooperation with UN nuclear watchdog,Anna Hirtenstein,"July 2, 2025",oil futures edged up on wednesday as iran suspended cooperation with the un nuclear watchdog and markets weighed expectations of more supply from major producers next month while the us dollar softened further brent crude added cents or to a barrel at gmt while us west texas intermediate crude rose cents or at a barrel brent has traded between a high of a barrel and low of since june as concerns of supply disruptions in the middle east producing region have ebbed following the ceasefire between iran and israel iran put into effect a law on wednesday that stipulates that any future inspection of its nuclear sites by the international atomic energy agency needs approval by tehrans supreme national security council the country has accusing the institution of siding with western countries and providing a justification for israels air strikes the market is pricing in some geopolitical risk premium from irans move on the iaea said giovanni staunovo commodity analyst at ubs but this is about sentiment there are no disruptions to oil planned supply increases by the organization of the petroleum exporting countries and its allies including russia know as opec appear already priced in by investors and are unlikely to catch markets offguard again imminently said phillip nova senior market analyst priyanka sachdeva four opec sources told reuters last week the group plans to raise output by barrels per day next month when it meets on july a similar amount to hikes agreed for may june and july we are all talking about additional supply coming to the market but the supply has not really hit the market staunovo said probably because its being consumed domestically saudi arabia lifted shipments in june by bpd from may according to data from kpler its highest in more than a year however overall opec exports are relatively flat to slightly down since march staunovo said he expects this to persist over the summer as hot weather drives higher energy demand the greenback continued to weaken falling to a year low against major peers earlier on wednesday a weaker dollar tends to support oil prices as it could boost demand for buyers paying in other currencies us nonfarm payrolls data due on thursday will shape expectations around the depth and timing of interest rate cuts by the federal reserve in the second half of this year said tony sycamore analyst at ig lower interest rates could spur economic activity which would in turn boost oil demand official us oil stockpile data from the energy information administration is due wednesday at am et american petroleum institute data late on tuesday showed us crude oil inventories rose by barrels in the past week at a time when stockpiles typically draw amid the summer demand season sources said reporting by anna hirtenstein in london additional reporting by sudarshan varadhan and trixie yap in singapore editing by christian schmollinger rachna uppal and david evans
https://www.zawya.com/en/news/insights/six-questions-facing-us-stock-investors-as-2025s-second-half-kicks-off-fih7bls5,Six questions facing US stock investors as 2025's second half kicks off,Lewis Krauskopf,"July 2, 2025",new york the us stock market completed a rollercoaster first half of the year at recordhigh levels but a host of factors could knock equities off their perch over the rest of the benchmark sp is up over on the year so far rebounding from an april plunge after an economic scare stemming from president donald trumps liberation day tariff plan here are some of the key questions facing us stock investors at the start of the second half will tariffs bite or just bark while worstcase fears about trumps tariffs have eased more nearterm volatility could be in store as the us seeks to hammer out trade agreements in the coming weeks a july deadline on many tariffs if it holds could be an early secondhalf test for stocks even if some of the harshest levies are rolled back higher effective tariffs this year still could drive up inflation and cut into company profits and consumer spending the effective us tariff rate based on announced policies has climbed to from at the start of the year goldman sachs analysts said last week after strong firstquarter profits us corporate earnings will be a critical gauge to assess whether wall street has properly factored in the fallout from tariffs secondquarter reports begin later this month with sp earnings in the period expected to have increased according to lseg ibes when will the fed cut rates fed chair jerome powell has pointed to concerns that tariffs will push up inflation as a reason for the central bank to hold off on interest rate cuts still fed fund futures indicate nearly three cuts expected by the end of this year with the first likely in september lseg data showed the fed and powell have endured a barrage of pressure from trump to cut rates and the president has mused about picking a replacement for powell soon well ahead of the expiration of the chairs term in may that move could increase expectations for more cuts but also bring turbulence to markets concerned about the fed remaining independent a weakening us economy could also prompt the central bank to ease rates and some signs of softening in the labor market mean that incoming data poses a test for asset prices the latest monthly employment report is due on thursday is big tech back in charge after a rough start to the year technology and growth shares have retaken the reins of the market tech was the bestperforming sp sector in the second quarter while the magnificent seven megacap stocks overall have surged since the markets april lows the performance has revived concerns about a relatively small number of large stocks propelling the market including that the advance may not be as strong beneath the surface many investors still expect more stocks to support market gains as the year goes on the equalweight version of the sp which better captures performance of the average stock in the index is up nearly in i would suspect that if the market is going to continue pushing higher youre going to need to see broadening said brent schutte chief investment officer at northwestern mutual wealth management how expensive can equities get with the markets rebound stock valuations have also ascended on friday when the sp hit its first record high in over four months the indexs forward pricetoearnings ratio reached that was the highest level since february and well above its longterm average of as investors seek to value equities they are increasingly looking to future earnings prospects including whether profits significantly improve sp earnings are expected to rise this year and next year another factor is treasury yields which tend to pressure equity valuations when they rise while benchmark yields have subsided since earlier this year any spike in the year yield could rattle stock investors such as if the us fiscal bill moving through congress prompts concerns about the widening deficit will us exceptionalism doubts dent equities questions about the allure of us assets have been a global theme in triggered by trumps stunning tariffs announcement in april that sparked uncertainty over american policy the us dollar recently hit its lowest level in three years against a basket of major currencies after a long period of dominance over other regions us equities have also trailed their international counterparts so far this year nonus equities are still relatively cheap in general creating questions about which group will win out over the rest of will geopolitics reemerge as a risk stocks pulled back briefly during the recent israeliran conflict before tensions calmed but analysts are wary that resumption of middle east hostilities could cause fresh volatility that would particularly be the case if constraints on oil supply led crude prices to soar above a barrel spikes in geopolitical unrest over the past years have rarely been a headwind for us equity returns barclays strategists said in a recent note but they added that geopolitical risk flareups do motivate bouts of elevated volatility and risk assets in general would be vulnerable should the current conflict escalate reporting by lewis krauskopf in new york editing by alden bentley and matthew lewis
https://www.zawya.com/en/business/swf/qia-launches-200mln-fund-with-fiera-capital-to-boost-investment-in-qatari-stocks-y5do3s82,QIA launches $200mln fund with Fiera Capital to boost investment in Qatari stocks,Federico Maccioni,"June 25, 2025",the qatar investment authority and canadian asset manager fiera capital have launched a million fund to boost foreign and local investment into the gulf states stock market qia said on wednesday the fund was announced just days after a major escalation in tensions in the middle east after iran on monday fired missiles at a us military base in qatar in response to us attacks on iranian nuclear sites the fiera qatar equity fund will be structured as a dailydealing mutual fund and qia the countrys billion sovereign wealth fund will be its anchor investor it said in a statement attracting overseas asset managers to invest in qatar equity will fuel market participation and help to diversify and broaden the market qia chief executive mohammed saif alsowaidi said qatar is one of the worlds biggest exporters of liquefied natural gas like other gulf oil and gas exporters it is trying to diversify its economy away from hydrocarbons and attract increased foreign investment while neighbours saudi arabia and the united arab emirates have experienced an ipo boom in recent years market insiders have attributed the lack of qatari deals to the impact of the covid pandemic and the countrys focus on the world cup the tieup with torontolisted fiera capital which had billion in assets as of march is part of the qias broader initiative to establish partnerships with global asset managers who have a gulf focus as well as local asset managers they include ashmore group which has launched a million fund with the qia and last month opened a doha office following this weeks escalation a ceasefire between iran and israel was announced by washington reporting by federico maccioni editing by rachna uppal
https://www.zawya.com/en/business/real-estate/modon-launches-wadeem-its-first-residential-plots-community-on-hudayriyat-island-icve5gns,"Modon launches 'Wadeem', its first residential plots community on Hudayriyat Island",Staff Writer,"July 1, 2025",abu dhabi modon has announced the launch of wadeem its first residential plots release on hudayriyat island to offer discerning buyers the opportunity to design and build their own homes in one of abu dhabis most desirable emerging locations set opposite abu dhabis al bateen area wadeem features more than plots each with ample room for a four to sixbedroom villa and generous enough to accommodate a swimming pool alongside outdoor dining and entertainment spaces bill oregan group ceo at modon holding said wadeem represents another milestone in our future vision for hudayriyat island and marks an important addition to abu dhabis dynamic fastevolving real estate landscape he added through wadeem we reaffirm modons commitment to shaping vibrant peoplecentric living destinations inspired by liveability and individuality that align seamlessly with the emirates vision for sustainable growth quality of life and global competitiveness ibrahim al maghribi ceo of modon real estate said with the launch of our first residential plot project on hudayriyat island we are not only unlocking a highpotential opportunity to invest in one of abu dhabis most soughtafter locations but also giving buyers the chance to realise their own dream home by the sea
https://www.zawya.com/en/capital-markets/bonds/national-bank-of-ras-al-khaimah-launches-300mln-6-year-at1-bonds-mubeem8s,National Bank of Ras Al Khaimah launches $300mln 6-year AT1 bonds,Staff Writer,"July 2, 2025",the national bank of ras al khaimah rakbank launched its million wng reg s perpetual noncall year at bonds tightening the price to earlier ipts were in the area of the order book is greater than million excluding jlm interest the uae lender rated baa positive by moodys and bbb stable by fitch is owned by the government of ras al khaimah and listed on the abu dhabi securities exchange the issuance will list on the london stock exchanges international securities market adcb citi emirates nbd capital first abu dhabi bank standard chartered bank and the national bank of ras al khaimah have been appointed as joint lead managers and bookrunners citi and emirates nbd capital are also acting as structuring agents writing by bindu rai editing by seban scaria bindurailsegcom
https://www.zawya.com/en/business/real-estate/dubai-holding-enters-strategic-agreement-with-select-group-to-develop-landmark-projects-at-palm-jebel-ali-gax5ny68,"Dubai Holding enters strategic agreement with Select Group to develop landmark projects at Palm Jebel Ali, Dubai Design District",Staff Writer,"July 1, 2025",dubai holding and select group a leading multidiscipline real estate development and investment group along with its longstanding jv partner emirates strategic investments company llc esic have entered a strategic agreement to develop landmark projects at two of the most iconic locations in dubai palm jebel ali and dubai design district d the milestone agreement marks dubai holdings first strategic land sale with a thirdparty developer at palm jebel ali underscoring its commitment to unlocking longterm value across its worldclass master developments this landmark transaction reinforces a shared vision to create dynamic communities that strengthen dubais position as a global destination of choice select group will develop and deliver two transformative largescale developments at palm jebel ali the group will create upscale residential and hospitality offerings that establish new benchmarks for luxury waterfront lifestyles in this worldclass destination meanwhile the d project will serve as a vibrant mixeduse community seamlessly blending culture innovation and contemporary urban living in one of dubais most creative hubs commenting on the partnership khalid al malik chief executive officer of dubai holding real estate said palm jebel ali is an iconic development poised to elevate dubais global reputation as a premier waterfront destination by joining forces with select group we are delivering on the leaderships vision of creating a worldclass coastal destination that sets new standards in luxury residential and hospitality experiences this partnership reaffirms our commitment to consolidating the emirates position as a globally renowned lifestyle and investment destination rahail aslam chairman of select group added dubai continues to cement its position as a global destination for investment innovation and quality living this acquisition represents an important step in our ongoing strategy to deliver exceptional developments in key growth corridors we are incredibly excited about what we will be bringing to market in both palm jebel ali and d two unique locations that align perfectly with our brand ethos of waterfront location quality sophistication and longterm value creation
